id,Y
b172,78674132992
b173,815914024960
b174,767118737408
b175,67092570112
b176,18485295104
b177,152655429632
b178,559936765952
b179,40965660672
b180,20205305856
b181,92495101952
b182,237295108096
b183,94514118656
b184,102057664512
b185,18714937344
b186,113173004288
b187,16752953344
b188,15047583744
b189,14871883776
b190,14847223808
b191,14844911616
b192,16022411264
b193,37978759168
b194,15010593792
b195,29663057920
b196,310647586816
b197,22702868480
b198,15030630400
b199,50728574976
b200,220556591104
b201,19266697216
b202,15492228096
b203,17513549824
b204,53707767808
b205,49680539648
b206,31527944192
b207,15427496960
b208,28635828224
b209,15019841536
b210,14851847168
b211,14844911616
b212,14844141568
b213,14844141568
b214,14844141568
b215,15658681344
b216,23897319424
b217,14855700480
b218,25982603264
b219,197476679680
b220,17727780864
b221,14970522624
b222,39643283456
b223,165412192256
b224,17612187648
b225,15409772544
b226,18338107392
b227,66251059200
b228,25721364480
b229,17135948800
b230,14920432640
b231,18518431744
b232,14889607168
b233,14845682688
b234,14844141568
b235,14844141568
b236,14844141568
b237,14844141568
b238,14844141568
b239,15658681344
b240,14846452736
b241,16124132352
b242,428936134656
b243,25065572352
b244,15285703680
b245,31521007616
b246,127219761152
b247,17891151872
b248,15304969216
b249,15181670400
b250,23176796160
b251,21848256512
b252,15523823616
b253,14869571584
b254,15898342400
b255,14855700480
b256,14844911616
b257,14844141568
b258,14844141568
b259,14844141568
b260,14844141568
b261,14844141568
b262,14844141568
b263,14844141568
b264,20729323520
b265,404311146496
b266,20413372416
b267,14992099328
b268,55023206400
b269,215320264704
b270,17042704384
b271,15132351488
b272,21025239040
b273,80577552384
b274,26791747584
b275,21734205440
b276,14938927104
b277,24979263488
b278,14894231552
b279,14845682688
b280,14844141568
b281,14844141568
b282,14844141568
b283,14844141568
b284,14844141568
b285,17518944256
b286,14845682688
b287,16777613312
b288,133893283840
b289,15958450176
b290,14846452736
b291,32443435008
b292,100037107712
b293,14868801536
b294,14847994880
b295,14847223808
b296,26182191104
b297,20392564736
b298,15563124736
b299,14846452736
b300,22954858496
b301,14849536000
b302,14844141568
b303,14844141568
b304,14844141568
b305,14844141568
b306,14844141568
b307,14844141568
b308,14844141568
b309,14844141568
b310,14844141568
b311,59003432960
b312,14879589376
b313,14845682688
b314,19717507072
b315,80690831360
b316,15216348160
b317,14926597120
b318,14920432640
b319,22114887680
b320,17853390848
b321,15160093696
b322,14891919360
b323,14861094912
b324,14844911616
b325,14844141568
b326,14844141568
b327,14844141568
b328,14844141568
b329,14844141568
b330,14844141568
b331,14844141568
b332,20209158144
b333,342570303488
b334,20938930176
b335,15005970432
b336,62272376832
b337,218919043072
b338,18288017408
b339,15315757056
b340,19057090560
b341,58368446464
b342,32758616064
b343,24943044608
b344,15047583744
b345,29575976960
b346,14983622656
b347,14851077120
b348,14844911616
b349,14844141568
b350,14844141568
b351,14844141568
b352,20430325760
b353,14847994880
b354,14847223808
b355,147503874048
b356,16205816832
b357,14896542720
b358,26754758656
b359,91219738624
b360,16342215680
b361,15083031552
b362,15046042624
b363,19442397184
b364,21283395584
b365,15385883648
b366,14900396032
b367,14861094912
b368,14845682688
b369,14844911616
b370,14844141568
b371,14844141568
b372,14844141568
b373,14844141568
b374,14844141568
b375,14844141568
b376,14844141568
b377,18212497408
b378,394639933440
b379,19871629312
b380,14967439360
b381,27364315136
b382,103213580288
b383,15804326912
b384,14931991552
b385,14913497088
b386,60492259328
b387,18999293952
b388,14993640448
b389,14847223808
b390,16119507968
b391,14846452736
b392,14844141568
b393,14844141568
b394,14844141568
b395,14844141568
b396,14844141568
b397,14844141568
b398,14844141568
b399,14844141568
b400,14844141568
b401,59406462976
b402,14994411520
b403,14847223808
b404,16090224640
b405,79185821696
b406,14966669312
b407,14864177152
b408,14856471552
b409,14845682688
b410,14844141568
b411,14844141568
b412,14844141568
b413,14844141568
b414,14844141568
b415,14844141568
b416,14844141568
b417,14844141568
b418,14844141568
b419,14844141568
b420,14844141568
b421,14844141568
b422,14844141568
b423,52378460160
b424,69531566080
b425,17831043072
b426,15083802624
b427,39967715328
b428,106779213824
b429,14909643776
b430,14886524928
b431,14868801536
b432,15841316864
b433,27923009536
b434,15124644864
b435,14853388288
b436,22607310848
b437,14926597120
b438,14846452736
b439,14844141568
b440,14844141568
b441,14844141568
b442,15301115904
b443,57712652288
b444,15177047040
b445,139974967296
b446,62072786944
b447,19041677312
b448,16672038912
b449,54592434176
b450,95497420800
b451,14989787136
b452,15970780160
b453,25011628032
b454,35713150976
b455,23492747264
b456,31366115328
b457,16295979008
b458,28914790400
b459,15724183552
b460,15337334784
b461,15926083584
b462,15599343616
b463,16248201216
b464,18066079744
b465,20872658944
b466,14860323840
b467,25360715776
b468,53401063424
b469,15877535744
b470,15041418240
b471,46971056128
b472,89508978688
b473,14873424896
b474,14853388288
b475,18358142976
b476,42153177088
b477,32870354944
b478,24654833664
b479,15001347072
b480,41048887296
b481,15002117120
b482,14856471552
b483,14845682688
b484,14844141568
b485,14844141568
b486,15209412608
b487,15103068160
b488,21348126720
b489,14844911616
b490,22756810752
b491,79740665856
b492,15563894784
b493,14845682688
b494,31406958592
b495,93452206080
b496,14866489344
b497,14849536000
b498,14847994880
b499,20838750208
b500,18403608576
b501,14898084864
b502,14844141568
b503,19274403840
b504,14847223808
b505,14844141568
b506,14844141568
b507,14844141568
b508,14844141568
b509,14844141568
b510,14844141568
b511,14844141568
b512,14844141568
b513,14844141568
b514,82810019840
b515,15258731520
b516,14844911616
b517,32201461760
b518,140128321536
b519,14945091584
b520,14858012672
b521,14861865984
b522,48219451392
b523,23565955072
b524,19477075968
b525,14874194944
b526,25561075712
b527,14859553792
b528,14844141568
b529,14844141568
b530,14844141568
b531,14844141568
b532,14844141568
b533,14844141568
b534,14844141568
b535,14844141568
b536,14844141568
b537,58094878720
b538,15279538176
b539,14844911616
b540,29753989120
b541,51897593856
b542,14844911616
b543,14844911616
b544,14844141568
b545,18265669632
b546,20489662464
b547,15052978176
b548,14844911616
b549,20096649216
b550,15096902656
b551,15204789248
b552,14884983808
b553,14918120448
b554,15098443776
b555,15479128064
b556,14972833792
b557,18099216384
b558,14847994880
b559,37549527040
b560,25705951232
b561,16374581248
b562,14855700480
b563,30465267712
b564,60486094848
b565,14973604864
b566,14975916032
b567,14959733760
b568,20040394752
b569,17213779968
b570,15214035968
b571,14959733760
b572,14896542720
b573,14851077120
b574,14846452736
b575,14844911616
b576,14844141568
b577,14844141568
b578,14844141568
b579,14844141568
b580,19307540480
b581,15657910272
b582,370999787520
b583,2713667764224
b584,241924964352
b585,41648422912
b586,136870166528
b587,619217813504
b588,178510315520
b589,65254653952
b590,551497760768
b591,1775086338048
b592,16821537792
b593,49783799808
b594,18671011840
b595,107723988992
b596,22499424256
b597,15913754624
b598,14962816000
b599,14834123776
b600,14784803840
b601,19768367104
b602,14859553792
b603,14848764928
b604,55134945280
b605,15398983680
b606,14851847168
b607,24069937152
b608,266437443584
b609,19535642624
b610,15868288000
b611,15579308032
b612,39621705728
b613,17350178816
b614,14914267136
b615,14845682688
b616,14844141568
b617,14844141568
b618,14844141568
b619,14844141568
b620,14844141568
b621,14844141568
b622,14844141568
b623,14844141568
b624,14844141568
b625,14844141568
b626,118158106624
b627,15103838208
b628,14846452736
b629,29224577024
b630,103723728896
b631,14917349376
b632,14852618240
b633,14851077120
b634,27419027456
b635,20736260096
b636,15283391488
b637,14846452736
b638,22296754176
b639,14852618240
b640,14844141568
b641,14844141568
b642,14844141568
b643,14844141568
b644,14844141568
b645,14844141568
b646,14844141568
b647,14844141568
b648,73387720704
b649,15016759296
b650,14851077120
b651,21330403328
b652,38738583552
b653,14901937152
b654,14846452736
b655,14844911616
b656,14844141568
b657,14844141568
b658,14915038208
b659,14898854912
b660,14857241600
b661,14848764928
b662,14845682688
b663,14844911616
b664,14844141568
b665,14844141568
b666,14844141568
b667,14844141568
b668,14844141568
b669,211588956160
b670,17453441024
b671,15546941440
b672,16763742208
b673,42808197120
b674,15231760384
b675,15382030336
b676,15240237056
b677,14985163776
b678,14852618240
b679,14864177152
b680,14907331584
b681,17742422016
b682,14911954944
b683,14868801536
b684,14847223808
b685,14844911616
b686,14844141568
b687,14844141568
b688,14844141568
b689,14844141568
b690,14844141568
b691,14844141568
b692,14844141568
b693,14844141568
b694,14844141568
b695,14844141568
b696,141671874560
b697,16775301120
b698,14891919360
b699,31786870784
b700,249612615680
b701,17781723136
b702,15197853696
b703,15170881536
b704,53466566656
b705,21595494400
b706,17968982016
b707,14867259392
b708,19424673792
b709,14851847168
b710,14844141568
b711,14844141568
b712,14844141568
b713,14844141568
b714,14844141568
b715,14844141568
b716,14844141568
b717,14844141568
b718,42956156928
b719,14931991552
b720,14844911616
b721,15252567040
b722,41760931840
b723,14943550464
b724,14847223808
b725,14845682688
b726,14844141568
b727,14844141568
b728,14844141568
b729,14849536000
b730,14844911616
b731,14844141568
b732,14844141568
b733,14844141568
b734,14844141568
b735,14844141568
b736,14844141568
b737,14844141568
b738,14844141568
b739,14844141568
b740,15433661440
b741,164381868032
b742,15549253632
b743,14858782720
b744,33880629248
b745,154889453568
b746,15123874816
b747,14878048256
b748,14878048256
b749,29901946880
b750,20722388992
b751,15742678016
b752,14848764928
b753,21340422144
b754,14854159360
b755,14844141568
b756,14844141568
b757,14844141568
b758,14844141568
b759,14844141568
b760,14844141568
b761,14844141568
b762,14844141568
b763,14844141568
b764,104057405440
b765,15902965760
b766,14847223808
b767,34736013312
b768,154550370304
b769,14978228224
b770,14870342656
b771,14865718272
b772,25827708928
b773,29792520192
b774,17184497664
b775,14877278208
b776,31063263232
b777,14921202688
b778,14847994880
b779,14844141568
b780,14844141568
b781,14844141568
b782,14844141568
b783,14844141568
b784,24910678016
b785,14846452736
b786,52333764608
b787,97172733952
b788,17290842112
b789,14861865984
b790,46255157248
b791,147116261376
b792,14950486016
b793,14871112704
b794,14870342656
b795,35309350912
b796,26465007616
b797,18073016320
b798,14869571584
b799,29582143488
b800,14885754880
b801,14846452736
b802,14844141568
b803,14844141568
b804,14844141568
b805,14844141568
b806,14844141568
b807,15739595776
b808,14844141568
b809,14844141568
b810,91537235968
b811,14974374912
b812,14846452736
b813,19849281536
b814,104337137664
b815,15479128064
b816,14900396032
b817,14916579328
b818,17438799872
b819,1215825280
b820,12606277632
b821,14442651648
b822,14731631616
b823,10908614656
b824,14066591744
b825,13868542976
b826,13606534144
b827,13904761856
b828,14686936064
b829,14827188224
b830,14512777216
b831,14807151616
b832,31926351872
b833,169388556288
b834,23772479488
b835,15226365952
b836,126232608768
b837,666669940736
b838,72208678912
b839,28104103936
b840,94556495872
b841,317852844032
b842,101386452992
b843,112111869952
b844,22238187520
b845,127541108736
b846,20777101312
b847,15687964672
b848,14999805952
b849,14870342656
b850,14847994880
b851,19875483648
b852,15987733504
b853,43680534528
b854,15310362624
b855,55421616128
b856,222865358848
b857,19829245952
b858,15120791552
b859,55510237184
b860,515574792192
b861,33783533568
b862,17978230784
b863,17266182144
b864,67774566400
b865,35957436416
b866,27654066176
b867,15309592576
b868,36050681856
b869,15217889280
b870,14869571584
b871,14846452736
b872,14844141568
b873,14844141568
b874,14844141568
b875,14844141568
b876,17007256576
b877,14851847168
b878,19834640384
b879,168276557824
b880,22181160960
b881,15024464896
b882,59144454144
b883,355115139072
b884,28195037184
b885,16805355520
b886,50587549696
b887,169348481024
b888,74756333568
b889,85282922496
b890,17324748800
b891,50744758272
b892,15445220352
b893,14874966016
b894,14846452736
b895,14844141568
b896,14844141568
b897,14835664896
b898,14844141568
b899,17145196544
b900,14850306048
b901,41287774208
b902,209686315008
b903,16208129024
b904,14880360448
b905,38029619200
b906,302421278720
b907,16658167808
b908,15079949312
b909,15076867072
b910,40042463232
b911,21650978816
b912,17118224384
b913,14858782720
b914,22746021888
b915,14859553792
b916,14844911616
b917,14844141568
b918,14844141568
b919,14844141568
b920,14844141568
b921,14844141568
b922,15003658240
b923,14844141568
b924,25528711168
b925,162168668160
b926,17819484160
b927,15230989312
b928,69178621952
b929,353936867328
b930,27578544128
b931,18978488320
b932,18886785024
b933,51589349376
b934,40836194304
b935,19369189376
b936,15885241344
b937,25517152256
b938,16331426816
b939,15102297088
b940,14898854912
b941,14856471552
b942,16864692224
b943,45418270720
b944,359586988032
b945,89908920320
b946,847140880384
b947,794610434048
b948,69553913856
b949,18801246208
b950,158686265344
b951,572831432704
b952,41746292736
b953,20410290176
b954,95388762112
b955,245413543936
b956,98832637952
b957,106554966016
b958,19146481664
b959,118235168768
b960,16929424384
b961,15075325952
b962,14876507136
b963,14847994880
b964,14844911616
b965,16027804672
b966,39705706496
b967,15026777088
b968,30818977792
b969,321383006208
b970,23334770688
b971,15047583744
b972,52977995776
b973,231752089600
b974,19670499328
b975,15539235840
b976,17954340864
b977,56248483840
b978,52370751488
b979,33251037184
b980,15525364736
b981,30291877888
b982,15058372608
b983,14854159360
b984,14844911616
b985,14844141568
b986,14844141568
b987,14844141568
b988,15942266880
b989,25853908992
b990,14860323840
b991,28400791552
b992,205624393728
b993,17928910848
b994,14978999296
b995,41375625216
b996,174379827200
b997,17912727552
b998,15483751424
b999,19217379328
b1000,72074592256
b1001,26599864320
b1002,17609877504
b1003,14938927104
b1004,19026266112
b1005,14897313792
b1006,14845682688
b1007,14844141568
b1008,14844141568
b1009,14844141568
b1010,14844141568
b1011,14844141568
b1012,15886782464
b1013,14848764928
b1014,16591894528
b1015,451831857152
b1016,25902458880
b1017,15328858112
b1018,32140582912
b1019,131791044608
b1020,18242551808
b1021,15363535872
b1022,15223283712
b1023,24274921472
b1024,22334513152
b1025,15848252416
b1026,14880360448
b1027,16191945728
b1028,14859553792
b1029,14844911616
b1030,14844141568
b1031,14844141568
b1032,14844141568
b1033,14844141568
b1034,14844141568
b1035,14844141568
b1036,17969754112
b1037,301286948864
b1038,18284935168
b1039,14908102656
b1040,55290609664
b1041,178215944192
b1042,16487862272
b1043,15037565952
b1044,21026781184
b1045,72006008832
b1046,28359948288
b1047,22414657536
b1048,14952798208
b1049,26813325312
b1050,14911954944
b1051,14846452736
b1052,14844141568
b1053,14844141568
b1054,14844141568
b1055,14844141568
b1056,14844141568
b1057,17865719808
b1058,14845682688
b1059,17887297536
b1060,137991405568
b1061,16177304576
b1062,14847223808
b1063,34128766976
b1064,103793082368
b1065,14869571584
b1066,14847994880
b1067,14847994880
b1068,27252574208
b1069,21059917824
b1070,15909901312
b1071,14847223808
b1072,23894237184
b1073,14850306048
b1074,14844141568
b1075,14844141568
b1076,14844141568
b1077,14844141568
b1078,14844141568
b1079,14844141568
b1080,14911184896
b1081,14844141568
b1082,14844141568
b1083,62187610112
b1084,14881130496
b1085,14845682688
b1086,20082008064
b1087,87239516160
b1088,15284932608
b1089,14947403776
b1090,14945091584
b1091,25157273600
b1092,18642499584
b1093,15257190400
b1094,14908872704
b1095,14864948224
b1096,14845682688
b1097,14844911616
b1098,14844141568
b1099,14844141568
b1100,14844141568
b1101,14844141568
b1102,14844141568
b1103,14844141568
b1104,21906823168
b1105,354104836096
b1106,21955371008
b1107,15025235968
b1108,65112862720
b1109,230141493248
b1110,18599346176
b1111,15351975936
b1112,19584190464
b1113,60561612800
b1114,35139043328
b1115,26379468800
b1116,15096902656
b1117,31946387456
b1118,15032171520
b1119,14856471552
b1120,14845682688
b1121,14844141568
b1122,14844141568
b1123,14940468224
b1124,15033712640
b1125,24524599296
b1126,14864177152
b1127,14861094912
b1128,221616193536
b1129,17650718720
b1130,14999805952
b1131,27975411712
b1132,118620479488
b1133,17646096384
b1134,15325775872
b1135,15186293760
b1136,31732156416
b1137,23136722944
b1138,15518429184
b1139,14932761600
b1140,14871112704
b1141,14846452736
b1142,14844911616
b1143,14844141568
b1144,14844141568
b1145,14844141568
b1146,14844141568
b1147,14844141568
b1148,14844141568
b1149,14844141568
b1150,19215837184
b1151,425325035520
b1152,20781725696
b1153,14991328256
b1154,27849801728
b1155,108523118592
b1156,15939954688
b1157,14945862656
b1158,14925826048
b1159,66500739072
b1160,19396161536
b1161,15116939264
b1162,14848764928
b1163,16350692352
b1164,14847223808
b1165,14844141568
b1166,14844141568
b1167,14844141568
b1168,14844141568
b1169,14844141568
b1170,14844141568
b1171,14844141568
b1172,14844141568
b1173,14844141568
b1174,69423677440
b1175,15038336000
b1176,14847994880
b1177,16371499008
b1178,85010128896
b1179,14981310464
b1180,14867259392
b1181,14858782720
b1182,14846452736
b1183,14844141568
b1184,14844141568
b1185,14844141568
b1186,14844141568
b1187,14844141568
b1188,14844141568
b1189,14844141568
b1190,14844141568
b1191,14844141568
b1192,14844141568
b1193,14844141568
b1194,14844141568
b1195,14844141568
b1196,56424955904
b1197,72037605376
b1198,18031403008
b1199,15187064832
b1200,41313976320
b1201,115355385856
b1202,14918890496
b1203,14887296000
b1204,14869571584
b1205,16551823360
b1206,29647644672
b1207,15165487104
b1208,14854930432
b1209,24258738176
b1210,14942009344
b1211,14846452736
b1212,14844141568
b1213,14844141568
b1214,14844141568
b1215,15466798080
b1216,15058372608
b1217,40920965120
b1218,15336563712
b1219,160741490688
b1220,98140626944
b1221,20770936832
b1222,17161378816
b1223,62024241152
b1224,156417572864
b1225,15047583744
b1226,15412083712
b1227,29159075840
b1228,42915315712
b1229,25747564544
b1230,32387178496
b1231,16517145600
b1232,29323216896
b1233,15892176896
b1234,15625544704
b1235,16389223424
b1236,15891406848
b1237,16491714560
b1238,18409003008
b1239,21457555456
b1240,14864177152
b1241,26942787584
b1242,54663331840
b1243,15924542464
b1244,15113085952
b1245,49212776448
b1246,93344325632
b1247,14878048256
b1248,14853388288
b1249,19363794944
b1250,43450118144
b1251,34282891264
b1252,25799966720
b1253,15024464896
b1254,43538739200
b1255,15019841536
b1256,14858012672
b1257,14845682688
b1258,14844141568
b1259,14844141568
b1260,15373553664
b1261,15318069248
b1262,23622209536
b1263,14845682688
b1264,25053241344
b1265,81087700992
b1266,15666386944
b1267,14846452736
b1268,32931233792
b1269,100380803072
b1270,14868801536
b1271,14849536000
b1272,14847994880
b1273,21439830016
b1274,19177306112
b1275,14912726016
b1276,14844911616
b1277,20118996992
b1278,14847994880
b1279,14844141568
b1280,14844141568
b1281,14844141568
b1282,14844141568
b1283,14844141568
b1284,14844141568
b1285,14844141568
b1286,14844141568
b1287,14844141568
b1288,85878611968
b1289,15378177024
b1290,14844911616
b1291,34044000256
b1292,147078496256
b1293,14951257088
b1294,14858782720
b1295,14863407104
b1296,49981849600
b1297,24761178112
b1298,20209158144
b1299,14882671616
b1300,27582398464
b1301,14864948224
b1302,14844911616
b1303,14844141568
b1304,14844141568
b1305,14844141568
b1306,14844141568
b1307,14844141568
b1308,14844141568
b1309,14844141568
b1310,14935844864
b1311,58990329856
b1312,15304969216
b1313,14844911616
b1314,30905286656
b1315,53017296896
b1316,14844911616
b1317,14844911616
b1318,14844141568
b1319,18538467328
b1320,20933535744
b1321,15189377024
b1322,14845682688
b1323,20431095808
b1324,15204018176
b1325,15369700352
b1326,15054519296
b1327,15005199360
b1328,15219430400
b1329,15646351360
b1330,15116168192
b1331,18478358528
b1332,14848764928
b1333,40578039808
b1334,26676926464
b1335,16439313408
b1336,14858782720
b1337,31131078656
b1338,64551854080
b1339,15002117120
b1340,14993640448
b1341,14980540416
b1342,24916072448
b1343,17698496512
b1344,15311904768
b1345,14980540416
b1346,14905790464
b1347,14852618240
b1348,14846452736
b1349,14844911616
b1350,14844141568
b1351,14844141568
b1352,14844141568
b1353,14844141568
b1354,19896289280
b1355,15817426944
b1356,394300096512
b1357,2822873022464
b1358,241183637504
b1359,41236914176
b1360,139755356160
b1361,629446148096
b1362,185891258368
b1363,67692109824
b1364,568183095296
b1365,1817301352448
b1366,17186037760
b1367,49284444160
b1368,19222771712
b1369,113173774336
b1370,23577513984
b1371,16050923520
b1372,14987475968
b1373,14838747136
b1374,14758602752
b1375,19640444928
b1376,14814858240
b1377,14848764928
b1378,58836979712
b1379,15485292544
b1380,14854159360
b1381,24922236928
b1382,279598759936
b1383,19833870336
b1384,15936872448
b1385,15616296960
b1386,42259521536
b1387,17770934272
b1388,14974374912
b1389,14846452736
b1390,15177817088
b1391,14844911616
b1392,14844141568
b1393,14844141568
b1394,14844141568
b1395,14844141568
b1396,14844141568
b1397,14844141568
b1398,14844141568
b1399,14844141568
b1400,122241597440
b1401,15115398144
b1402,14846452736
b1403,30217127936
b1404,106185842688
b1405,14921202688
b1406,14853388288
b1407,14851847168
b1408,28752961536
b1409,21557735424
b1410,15501475840
b1411,14847994880
b1412,23660740608
b1413,14855700480
b1414,14844911616
b1415,14844141568
b1416,14844141568
b1417,14844141568
b1418,14844141568
b1419,15126185984
b1420,14844141568
b1421,14844141568
b1422,78461444096
b1423,15026006016
b1424,14851847168
b1425,21620924416
b1426,41422635008
b1427,14912726016
b1428,14847223808
b1429,14845682688
b1430,14844141568
b1431,14844141568
b1432,14992099328
b1433,14920432640
b1434,14866489344
b1435,14850306048
b1436,14846452736
b1437,14844911616
b1438,14844141568
b1439,14844141568
b1440,14844141568
b1441,14844141568
b1442,14844141568
b1443,14844141568
b1444,14844141568
b1445,14844141568
b1446,21367392256
b1447,59004973056
b1448,17376380928
b1449,15774272512
b1450,15582390272
b1451,16166515712
b1452,14989017088
b1453,14902708224
b1454,14915038208
b1455,15622462464
b1456,14947403776
b1457,14868801536
b1458,14847223808
b1459,14844911616
b1460,14844141568
b1461,14844141568
b1462,14844141568
b1463,14844141568
b1464,14844141568
b1465,14844141568
b1466,14844141568
b1467,14844141568
b1468,14844141568
b1469,14844141568
b1470,141671874560
b1471,16775301120
b1472,14891919360
b1473,31786870784
b1474,249612615680
b1475,17781723136
b1476,15197853696
b1477,15170881536
b1478,53466566656
b1479,21595494400
b1480,17968982016
b1481,14867259392
b1482,19424673792
b1483,14851847168
b1484,14844141568
b1485,14844141568
b1486,14844141568
b1487,14844141568
b1488,14844141568
b1489,14844141568
b1490,14844141568
b1491,14844141568
b1492,42956156928
b1493,14931991552
b1494,14844911616
b1495,15252567040
b1496,41760931840
b1497,14943550464
b1498,14847223808
b1499,14845682688
b1500,14844141568
b1501,14844141568
b1502,14844141568
b1503,14849536000
b1504,14844911616
b1505,14844141568
b1506,14844141568
b1507,14844141568
b1508,14844141568
b1509,14844141568
b1510,14844141568
b1511,14844141568
b1512,14844141568
b1513,14844141568
b1514,15433661440
b1515,164381868032
b1516,15549253632
b1517,14858782720
b1518,33880629248
b1519,154889453568
b1520,15123874816
b1521,14878048256
b1522,14878048256
b1523,29901946880
b1524,20722388992
b1525,15742678016
b1526,14848764928
b1527,21340422144
b1528,14854159360
b1529,14844141568
b1530,14844141568
b1531,14844141568
b1532,14844141568
b1533,14844141568
b1534,14844141568
b1535,14844141568
b1536,14844141568
b1537,14844141568
b1538,104057405440
b1539,15902965760
b1540,14847223808
b1541,34736013312
b1542,154550370304
b1543,14978228224
b1544,14870342656
b1545,14865718272
b1546,25827708928
b1547,29792520192
b1548,17184497664
b1549,14877278208
b1550,31063263232
b1551,14921202688
b1552,14847994880
b1553,14844141568
b1554,14844141568
b1555,14844141568
b1556,14844141568
b1557,14844141568
b1558,24910678016
b1559,14846452736
b1560,52333764608
b1561,97172733952
b1562,17290842112
b1563,14861865984
b1564,46255157248
b1565,147116261376
b1566,14950486016
b1567,14871112704
b1568,14870342656
b1569,35309350912
b1570,26465007616
b1571,18073016320
b1572,14869571584
b1573,29582143488
b1574,14885754880
b1575,14846452736
b1576,14844141568
b1577,14844141568
b1578,14844141568
b1579,14844141568
b1580,14844141568
b1581,15739595776
b1582,14844141568
b1583,14844141568
b1584,91537235968
b1585,14974374912
b1586,14846452736
b1587,19849281536
b1588,104337137664
b1589,15479128064
b1590,14900396032
b1591,14916579328
b1592,17438799872
b1593,1215825280
b1594,12606277632
b1595,14442651648
b1596,14731631616
b1597,10908614656
b1598,14066591744
b1599,13868542976
b1600,13606534144
b1601,13904761856
b1602,14686936064
b1603,8145190912
b1604,14421844992
b1605,28836958208
b1606,148222853120
b1607,22057863168
b1608,15061454848
b1609,108192522240
b1610,557885358080
b1611,66819772416
b1612,25746024448
b1613,86256984064
b1614,261794480128
b1615,95334817792
b1616,112111869952
b1617,22238187520
b1618,127541108736
b1619,20777101312
b1620,15687964672
b1621,14999805952
b1622,14870342656
b1623,14847994880
b1624,19875483648
b1625,15987733504
b1626,43680534528
b1627,15310362624
b1628,55421616128
b1629,222865358848
b1630,19829245952
b1631,15120791552
b1632,55510237184
b1633,515574792192
b1634,33783533568
b1635,17978230784
b1636,17266182144
b1637,67774566400
b1638,35957436416
b1639,27654066176
b1640,15309592576
b1641,36050681856
b1642,15217889280
b1643,14869571584
b1644,14846452736
b1645,14844141568
b1646,14844141568
b1647,14844141568
b1648,14844141568
b1649,17007256576
b1650,14851847168
b1651,19834640384
b1652,168276557824
b1653,22181160960
b1654,15024464896
b1655,59144454144
b1656,355115139072
b1657,28195037184
b1658,16805355520
b1659,50587549696
b1660,169348481024
b1661,74756333568
b1662,85282922496
b1663,17324748800
b1664,50744758272
b1665,15445220352
